region,day,month,year,est_infections_mean
idaho,30,9,2020,3.385389
idaho,1,10,2020,3.448624
illinois,4,2,2020,0
illinois,5,2,2020,0
illinois,6,2,2020,0
illinois,7,2,2020,0
illinois,8,2,2020,0
illinois,9,2,2020,0
illinois,10,2,2020,0
illinois,11,2,2020,0
illinois,12,2,2020,0
illinois,13,2,2020,0
illinois,14,2,2020,0
illinois,15,2,2020,0
illinois,16,2,2020,0
illinois,17,2,2020,0
illinois,18,2,2020,0
illinois,19,2,2020,0
illinois,20,2,2020,0
illinois,21,2,2020,0
illinois,22,2,2020,0
illinois,23,2,2020,0
illinois,24,2,2020,0
illinois,25,2,2020,0
illinois,26,2,2020,0
illinois,27,2,2020,17.74998
illinois,28,2,2020,38.11589
illinois,29,2,2020,71.41339
illinois,1,3,2020,114.7828
illinois,2,3,2020,175.7278
illinois,3,3,2020,237.1514
illinois,4,3,2020,318.0201
illinois,5,3,2020,422.5825
illinois,6,3,2020,555.051
illinois,7,3,2020,719.406
illinois,8,3,2020,919.333
illinois,9,3,2020,1158.603
illinois,10,3,2020,1440.352
illinois,11,3,2020,1766.79
illinois,12,3,2020,2138.915
illinois,13,3,2020,2556.272
illinois,14,3,2020,3016.764
illinois,15,3,2020,3516.558
illinois,16,3,2020,4050.102
illinois,17,3,2020,4610.269
illinois,18,3,2020,5188.595
illinois,19,3,2020,5775.62
illinois,20,3,2020,6361.324
illinois,21,3,2020,6935.601
illinois,22,3,2020,7488.832
illinois,23,3,2020,8012.349
illinois,24,3,2020,8498.894
illinois,25,3,2020,8942.994
illinois,26,3,2020,9341.264
illinois,27,3,2020,9692.416
illinois,28,3,2020,9997.179
illinois,29,3,2020,10258.03
illinois,30,3,2020,10478.88
illinois,31,3,2020,10664.85
illinois,1,4,2020,10821.69
illinois,2,4,2020,10955.51
illinois,3,4,2020,11072.31
illinois,4,4,2020,11177.69
illinois,5,4,2020,11276.52
illinois,6,4,2020,11372.75
illinois,7,4,2020,11469.26
illinois,8,4,2020,11567.98
illinois,9,4,2020,11669.99
illinois,10,4,2020,11775.69
illinois,11,4,2020,11885.02
illinois,12,4,2020,11997.51
illinois,13,4,2020,12112.36
illinois,14,4,2020,12228.41
illinois,15,4,2020,12344.1
illinois,16,4,2020,12457.52
illinois,17,4,2020,12566.5
illinois,18,4,2020,12668.72
illinois,19,4,2020,12761.76
illinois,20,4,2020,12843.14
illinois,21,4,2020,12910.39
illinois,22,4,2020,12961.09
illinois,23,4,2020,12993
illinois,24,4,2020,13004.05
illinois,25,4,2020,12992.43
illinois,26,4,2020,12956.61
illinois,27,4,2020,12895.38
illinois,28,4,2020,12807.85
illinois,29,4,2020,12693.52
illinois,30,4,2020,12552.27
illinois,1,5,2020,12384.35
illinois,2,5,2020,12190.42
illinois,3,5,2020,11971.41
illinois,4,5,2020,11728.53
illinois,5,5,2020,11463.18
illinois,6,5,2020,11177.01
illinois,7,5,2020,10871.92
illinois,8,5,2020,10550.06
illinois,9,5,2020,10213.76
illinois,10,5,2020,9865.517
illinois,11,5,2020,9507.857
illinois,12,5,2020,9143.279
illinois,13,5,2020,8774.178
illinois,14,5,2020,8402.819
illinois,15,5,2020,8031.339
illinois,16,5,2020,7663.197
illinois,17,5,2020,7302.178
illinois,18,5,2020,6951.395
illinois,19,5,2020,6613.622
illinois,20,5,2020,6321.757
illinois,21,5,2020,6044.153
illinois,22,5,2020,5797.073
illinois,23,5,2020,5571.979
illinois,24,5,2020,5375.032
illinois,25,5,2020,5168.82
illinois,26,5,2020,4988.079
illinois,27,5,2020,4838.891
illinois,28,5,2020,4720.467
illinois,29,5,2020,4619.816
illinois,30,5,2020,4531.092
illinois,31,5,2020,4454.025
illinois,1,6,2020,4385.566
illinois,2,6,2020,4324.815
illinois,3,6,2020,4258.73
illinois,4,6,2020,4186.617
illinois,5,6,2020,4115.354
illinois,6,6,2020,4041.714
illinois,7,6,2020,3967.106
illinois,8,6,2020,3891.007
illinois,9,6,2020,3812.707
illinois,10,6,2020,3734.286
illinois,11,6,2020,3656.368
illinois,12,6,2020,3574.474
illinois,13,6,2020,3489.148
illinois,14,6,2020,3403.504
illinois,15,6,2020,3318.134
illinois,16,6,2020,3233.313
illinois,17,6,2020,3155.317
illinois,18,6,2020,3084.52
illinois,19,6,2020,3013.046
illinois,20,6,2020,2940.903
illinois,21,6,2020,2870.143
illinois,22,6,2020,2800.778
illinois,23,6,2020,2732.811
illinois,24,6,2020,2667.95
illinois,25,6,2020,2606.503
illinois,26,6,2020,2545.51
illinois,27,6,2020,2484.743
illinois,28,6,2020,2425.499
illinois,29,6,2020,2367.723
illinois,30,6,2020,2311.373
illinois,1,7,2020,2257.578
illinois,2,7,2020,2206.577
illinois,3,7,2020,2156.387
illinois,4,7,2020,2106.777
illinois,5,7,2020,2058.565
illinois,6,7,2020,2011.7
illinois,7,7,2020,1966.137
illinois,8,7,2020,1922.588
illinois,9,7,2020,1881.233
illinois,10,7,2020,1840.82
illinois,11,7,2020,1801.145
illinois,12,7,2020,1762.683
illinois,13,7,2020,1725.39
illinois,14,7,2020,1689.227
illinois,15,7,2020,1654.609
illinois,16,7,2020,1621.675
illinois,17,7,2020,1589.7
illinois,18,7,2020,1558.507
illinois,19,7,2020,1528.33
illinois,20,7,2020,1499.137
illinois,21,7,2020,1470.891
illinois,22,7,2020,1443.798
illinois,23,7,2020,1417.972
illinois,24,7,2020,1393.069
illinois,25,7,2020,1368.935
illinois,26,7,2020,1345.636
illinois,27,7,2020,1323.147
illinois,28,7,2020,1301.439
illinois,29,7,2020,1280.568
illinois,30,7,2020,1260.626
illinois,31,7,2020,1241.554
illinois,1,8,2020,1223.216
illinois,2,8,2020,1205.558
illinois,3,8,2020,1188.563
illinois,4,8,2020,1172.208
illinois,5,8,2020,1156.435
illinois,6,8,2020,1141.326
illinois,7,8,2020,1127.033
illinois,8,8,2020,1113.438
illinois,9,8,2020,1100.397
illinois,10,8,2020,1087.899
illinois,11,8,2020,1075.929
illinois,12,8,2020,1064.339
illinois,13,8,2020,1053.201
illinois,14,8,2020,1042.837
illinois,15,8,2020,1054.359
illinois,16,8,2020,1067.552
illinois,17,8,2020,1062.264
illinois,18,8,2020,1058.662
illinois,19,8,2020,1056.008
illinois,20,8,2020,1054.049
illinois,21,8,2020,1053.102
illinois,22,8,2020,1052.979
illinois,23,8,2020,1053.333
illinois,24,8,2020,1054.146
illinois,25,8,2020,1055.406
illinois,26,8,2020,1056.795
illinois,27,8,2020,1058.37
illinois,28,8,2020,1060.803
illinois,29,8,2020,1064.019
illinois,30,8,2020,1067.65
illinois,31,8,2020,1071.713
illinois,1,9,2020,1076.214
illinois,2,9,2020,1080.755
illinois,3,9,2020,1085.388
illinois,4,9,2020,1090.967
illinois,5,9,2020,1097.425
illinois,6,9,2020,1104.311
illinois,7,9,2020,1111.65
illinois,8,9,2020,1119.453
illinois,9,9,2020,1127.224
illinois,10,9,2020,1135.008
illinois,11,9,2020,1143.858
illinois,12,9,2020,1153.717
illinois,13,9,2020,1164.041
illinois,14,9,2020,1174.86
illinois,15,9,2020,1186.194
illinois,16,9,2020,1197.431
illinois,17,9,2020,1208.61
illinois,18,9,2020,1221.017
illinois,19,9,2020,1234.602
illinois,20,9,2020,1248.712
illinois,21,9,2020,1263.385
illinois,22,9,2020,1278.647
illinois,23,9,2020,1293.753
illinois,24,9,2020,1308.731
illinois,25,9,2020,1325.145
illinois,26,9,2020,1342.955
illinois,27,9,2020,1361.376
illinois,28,9,2020,1380.458
illinois,29,9,2020,1400.231
illinois,30,9,2020,1419.775
illinois,1,10,2020,1439.104
indiana,4,2,2020,0
indiana,5,2,2020,0
indiana,6,2,2020,0
indiana,7,2,2020,0
indiana,8,2,2020,0
indiana,9,2,2020,0
indiana,10,2,2020,0
indiana,11,2,2020,0
indiana,12,2,2020,0
indiana,13,2,2020,0
indiana,14,2,2020,0
indiana,15,2,2020,0
indiana,16,2,2020,0
indiana,17,2,2020,0
indiana,18,2,2020,0
indiana,19,2,2020,0
indiana,20,2,2020,0
indiana,21,2,2020,0
indiana,22,2,2020,0
indiana,23,2,2020,11.09912
indiana,24,2,2020,21.65007
indiana,25,2,2020,37.34118
indiana,26,2,2020,55.36879
indiana,27,2,2020,79.44861
indiana,28,2,2020,95.06648
indiana,29,2,2020,113.8117
indiana,1,3,2020,136.3407
indiana,2,3,2020,163.4313
indiana,3,3,2020,195.9946
indiana,4,3,2020,235.0694
indiana,5,3,2020,281.7782
indiana,6,3,2020,337.3548
indiana,7,3,2020,403.1296
indiana,8,3,2020,480.4982
indiana,9,3,2020,570.8774
indiana,10,3,2020,675.6509
indiana,11,3,2020,796.0933
indiana,12,3,2020,933.2828
indiana,13,3,2020,1088
indiana,14,3,2020,1260.619
indiana,15,3,2020,1450.993
indiana,16,3,2020,1658.341
indiana,17,3,2020,1881.199
indiana,18,3,2020,2117.397
indiana,19,3,2020,2364.089
indiana,20,3,2020,2617.825
indiana,21,3,2020,2874.676
indiana,22,3,2020,3130.329
indiana,23,3,2020,3380.235
indiana,24,3,2020,3619.902
indiana,25,3,2020,3845.192
indiana,26,3,2020,4052.519
indiana,27,3,2020,4239.08
indiana,28,3,2020,4403.051
indiana,29,3,2020,4543.514
indiana,30,3,2020,4660.335
indiana,31,3,2020,4754.096
indiana,1,4,2020,4826.025
indiana,2,4,2020,4877.866
indiana,3,4,2020,4911.705
indiana,4,4,2020,4929.81
indiana,5,4,2020,4934.533
indiana,6,4,2020,4928.231
indiana,7,4,2020,4913.074
indiana,8,4,2020,4890.951
indiana,9,4,2020,4863.477
indiana,10,4,2020,4831.933
indiana,11,4,2020,4797.196
indiana,12,4,2020,4759.839
indiana,13,4,2020,4720.255
indiana,14,4,2020,4678.68
indiana,15,4,2020,4635.185
indiana,16,4,2020,4589.729
indiana,17,4,2020,4542.184
indiana,18,4,2020,4492.338
indiana,19,4,2020,4439.925
indiana,20,4,2020,4384.666
indiana,21,4,2020,4326.298
indiana,22,4,2020,4264.582
indiana,23,4,2020,4199.313
indiana,24,4,2020,4130.332
indiana,25,4,2020,4057.57
indiana,26,4,2020,3981.09
indiana,27,4,2020,3901.112
indiana,28,4,2020,3818.007
indiana,29,4,2020,3732.275
indiana,30,4,2020,3644.512
indiana,1,5,2020,3555.363
indiana,2,5,2020,3465.5
indiana,3,5,2020,3375.613
indiana,4,5,2020,3286.395
indiana,5,5,2020,3198.517
indiana,6,5,2020,3112.637
indiana,7,5,2020,3029.373
indiana,8,5,2020,2949.314
indiana,9,5,2020,2873.026
indiana,10,5,2020,2801.068
indiana,11,5,2020,2733.963
indiana,12,5,2020,2672.187
indiana,13,5,2020,2616.178
indiana,14,5,2020,2566.344
indiana,15,5,2020,2523.007
indiana,16,5,2020,2485.41
indiana,17,5,2020,2452.579
indiana,18,5,2020,2423.243
indiana,19,5,2020,2396.18
indiana,20,5,2020,2372.458
indiana,21,5,2020,2348.152
indiana,22,5,2020,2323.757
indiana,23,5,2020,2298.174
indiana,24,5,2020,2271.408
indiana,25,5,2020,2240.135
indiana,26,5,2020,2207.752
indiana,27,5,2020,2176.226
indiana,28,5,2020,2146.1
indiana,29,5,2020,2113.712
indiana,30,5,2020,2078.216
indiana,31,5,2020,2041.112
indiana,1,6,2020,2002.705
indiana,2,6,2020,1963.252
indiana,3,6,2020,1922.904
indiana,4,6,2020,1882.174
indiana,5,6,2020,1839.633
indiana,6,6,2020,1795.332
indiana,7,6,2020,1751.078
indiana,8,6,2020,1706.896
indiana,9,6,2020,1662.941
indiana,10,6,2020,1620.92
indiana,11,6,2020,1581.074
indiana,12,6,2020,1540.682
indiana,13,6,2020,1499.682
indiana,14,6,2020,1459.317
indiana,15,6,2020,1419.424
indiana,16,6,2020,1379.951
indiana,17,6,2020,1342.872
indiana,18,6,2020,1308.356
indiana,19,6,2020,1273.693
indiana,20,6,2020,1238.848
indiana,21,6,2020,1204.743
indiana,22,6,2020,1171.366
indiana,23,6,2020,1138.706
indiana,24,6,2020,1107.533
indiana,25,6,2020,1077.969
indiana,26,6,2020,1048.661
indiana,27,6,2020,1019.513
indiana,28,6,2020,991.1099
indiana,29,6,2020,963.4257
indiana,30,6,2020,936.4389
indiana,1,7,2020,910.6482
indiana,2,7,2020,886.1463
indiana,3,7,2020,862.0472
indiana,4,7,2020,838.2548
indiana,5,7,2020,815.1305
indiana,6,7,2020,792.65
indiana,7,7,2020,770.792
indiana,8,7,2020,749.8621
indiana,9,7,2020,729.9276
indiana,10,7,2020,710.4398
indiana,11,7,2020,691.3149
indiana,12,7,2020,672.7593
indiana,13,7,2020,654.7521
indiana,14,7,2020,637.2742
indiana,15,7,2020,620.4988
indiana,16,7,2020,604.4763
indiana,17,7,2020,588.893
indiana,18,7,2020,573.6768
indiana,19,7,2020,558.9294
indiana,20,7,2020,544.6339
indiana,21,7,2020,530.7742
indiana,22,7,2020,517.4342
indiana,23,7,2020,504.6532
indiana,24,7,2020,492.2793
indiana,25,7,2020,480.2512
indiana,26,7,2020,468.6004
indiana,27,7,2020,457.3143
indiana,28,7,2020,446.38
indiana,29,7,2020,435.821
indiana,30,7,2020,425.6688
indiana,31,7,2020,415.8833
indiana,1,8,2020,406.4124
indiana,2,8,2020,397.2411
indiana,3,8,2020,388.3604
indiana,4,8,2020,379.7602
indiana,5,8,2020,371.4235
indiana,6,8,2020,363.3762
indiana,7,8,2020,355.6554
indiana,8,8,2020,348.2165
indiana,9,8,2020,341.0132
indiana,10,8,2020,334.0393
indiana,11,8,2020,327.2878
indiana,12,8,2020,320.7137
indiana,13,8,2020,314.3383
indiana,14,8,2020,308.2499
indiana,15,8,2020,305.3023
indiana,16,8,2020,302.645
indiana,17,8,2020,297.5509
indiana,18,8,2020,292.7804
indiana,19,8,2020,288.1998
indiana,20,8,2020,283.7857
indiana,21,8,2020,279.646
indiana,22,8,2020,275.7348
indiana,23,8,2020,271.9625
indiana,24,8,2020,268.3241
indiana,25,8,2020,264.8153
indiana,26,8,2020,261.3539
indiana,27,8,2020,257.9566
indiana,28,8,2020,254.7881
indiana,29,8,2020,251.8206
indiana,30,8,2020,248.959
indiana,31,8,2020,246.2041
indiana,1,9,2020,243.5548
indiana,2,9,2020,240.9167
indiana,3,9,2020,238.3046
indiana,4,9,2020,235.9094
indiana,5,9,2020,233.7061
indiana,6,9,2020,231.5884
indiana,7,9,2020,229.5578
indiana,8,9,2020,227.6139
indiana,9,9,2020,225.649
indiana,10,9,2020,223.6763
indiana,11,9,2020,221.9111
indiana,12,9,2020,220.3313
indiana,13,9,2020,218.8215
indiana,14,9,2020,217.3837
indiana,15,9,2020,216.0184
indiana,16,9,2020,214.6085
indiana,17,9,2020,213.1643
indiana,18,9,2020,211.9205
indiana,19,9,2020,210.8574
indiana,20,9,2020,209.8508
indiana,21,9,2020,208.9051
indiana,22,9,2020,208.0208
indiana,23,9,2020,207.0687
indiana,24,9,2020,206.0584
indiana,25,9,2020,205.2478
indiana,26,9,2020,204.6195
indiana,27,9,2020,204.0401
indiana,28,9,2020,203.5147
indiana,29,9,2020,203.0451
indiana,30,9,2020,202.4918
indiana,1,10,2020,201.8631
iowa,4,2,2020,0
iowa,5,2,2020,0
iowa,6,2,2020,0
iowa,7,2,2020,0
iowa,8,2,2020,0
iowa,9,2,2020,0
iowa,10,2,2020,0
iowa,11,2,2020,0
iowa,12,2,2020,0
iowa,13,2,2020,0
iowa,14,2,2020,0
iowa,15,2,2020,0
iowa,16,2,2020,0
iowa,17,2,2020,0
iowa,18,2,2020,0
iowa,19,2,2020,0
iowa,20,2,2020,0
iowa,21,2,2020,0
iowa,22,2,2020,0
iowa,23,2,2020,0
iowa,24,2,2020,0
iowa,25,2,2020,0
iowa,26,2,2020,0.7065635
iowa,27,2,2020,1.48416
iowa,28,2,2020,2.768212
iowa,29,2,2020,4.508199
iowa,1,3,2020,7.038596
iowa,2,3,2020,9.77095
iowa,3,3,2020,13.51861
iowa,4,3,2020,18.5243
iowa,5,3,2020,25.04602
iowa,6,3,2020,33.31341
iowa,7,3,2020,43.49986
iowa,8,3,2020,55.71361
iowa,9,3,2020,70.04549
iowa,10,3,2020,86.51595
iowa,11,3,2020,105.0667
iowa,12,3,2020,125.5593
iowa,13,3,2020,147.7802
iowa,14,3,2020,171.4522
iowa,15,3,2020,196.2518
iowa,16,3,2020,221.8314
iowa,17,3,2020,247.8425
iowa,18,3,2020,273.9576
iowa,19,3,2020,299.8889
iowa,20,3,2020,325.404
iowa,21,3,2020,350.3361
iowa,22,3,2020,374.5882
iowa,23,3,2020,398.1282
iowa,24,3,2020,420.9832
iowa,25,3,2020,443.2377
iowa,26,3,2020,465.0245
iowa,27,3,2020,486.5136
iowa,28,3,2020,507.9062
iowa,29,3,2020,529.426
iowa,30,3,2020,551.2959
iowa,31,3,2020,573.7308
iowa,1,4,2020,596.9372
iowa,2,4,2020,621.1091
iowa,3,4,2020,646.4214
iowa,4,4,2020,673.0352
iowa,5,4,2020,701.0915
iowa,6,4,2020,730.705
iowa,7,4,2020,761.9506
iowa,8,4,2020,794.8581
iowa,9,4,2020,829.4103
iowa,10,4,2020,865.5424
iowa,11,4,2020,903.1356
iowa,12,4,2020,942.0159
iowa,13,4,2020,981.9593
iowa,14,4,2020,1022.695
iowa,15,4,2020,1063.906
iowa,16,4,2020,1105.232
iowa,17,4,2020,1146.271
iowa,18,4,2020,1186.58
iowa,19,4,2020,1225.684
iowa,20,4,2020,1263.092
iowa,21,4,2020,1298.322
iowa,22,4,2020,1330.911
iowa,23,4,2020,1360.43
iowa,24,4,2020,1386.494
iowa,25,4,2020,1408.778
iowa,26,4,2020,1427.015
iowa,27,4,2020,1441.031
iowa,28,4,2020,1450.758
iowa,29,4,2020,1456.231
iowa,30,4,2020,1457.585
iowa,1,5,2020,1455.041
iowa,2,5,2020,1448.887
iowa,3,5,2020,1439.471
iowa,4,5,2020,1427.186
iowa,5,5,2020,1412.467
iowa,6,5,2020,1395.773
iowa,7,5,2020,1377.587
iowa,8,5,2020,1358.384
iowa,9,5,2020,1338.628
iowa,10,5,2020,1318.768
iowa,11,5,2020,1299.228
iowa,12,5,2020,1280.409
iowa,13,5,2020,1262.688
iowa,14,5,2020,1246.423
iowa,15,5,2020,1231.95
iowa,16,5,2020,1219.252
iowa,17,5,2020,1208.111
iowa,18,5,2020,1198.207
iowa,19,5,2020,1189.095
iowa,20,5,2020,1181.312
iowa,21,5,2020,1173.66
iowa,22,5,2020,1166.537
iowa,23,5,2020,1158.953
iowa,24,5,2020,1151.396
iowa,25,5,2020,1142.483
iowa,26,5,2020,1134.663
iowa,27,5,2020,1130.411
iowa,28,5,2020,1130.665
iowa,29,5,2020,1133.097
iowa,30,5,2020,1136.222
iowa,31,5,2020,1139.878
iowa,1,6,2020,1143.677
iowa,2,6,2020,1147.593
iowa,3,6,2020,1148.27
iowa,4,6,2020,1145.835
iowa,5,6,2020,1142.326
iowa,6,6,2020,1137.187
iowa,7,6,2020,1131.24
iowa,8,6,2020,1124.468
iowa,9,6,2020,1116.746
iowa,10,6,2020,1109.046
iowa,11,6,2020,1101.651
iowa,12,6,2020,1092.721
iowa,13,6,2020,1082.187
iowa,14,6,2020,1071.017
iowa,15,6,2020,1059.238
iowa,16,6,2020,1046.841
iowa,17,6,2020,1037.702
iowa,18,6,2020,1032.136
iowa,19,6,2020,1025.906
iowa,20,6,2020,1019.068
iowa,21,6,2020,1012.41
iowa,22,6,2020,1005.958
iowa,23,6,2020,999.7217
iowa,24,6,2020,994.3927
iowa,25,6,2020,990.1462
iowa,26,6,2020,985.8074
iowa,27,6,2020,981.2494
iowa,28,6,2020,976.9912
iowa,29,6,2020,973.01
iowa,30,6,2020,969.2881
iowa,1,7,2020,966.3419
iowa,2,7,2020,964.3305
iowa,3,7,2020,962.3797
iowa,4,7,2020,960.3605
iowa,5,7,2020,958.6435
iowa,6,7,2020,957.2114
iowa,7,7,2020,956.0495
iowa,8,7,2020,955.5295
iowa,9,7,2020,955.7953
iowa,10,7,2020,956.2409
iowa,11,7,2020,956.7449
iowa,12,7,2020,957.5526
iowa,13,7,2020,958.6518
iowa,14,7,2020,960.0313
iowa,15,7,2020,961.9366
iowa,16,7,2020,964.5003
iowa,17,7,2020,967.3527
iowa,18,7,2020,970.3798
iowa,19,7,2020,973.7154
iowa,20,7,2020,977.3528
iowa,21,7,2020,981.2845
iowa,22,7,2020,985.6405
iowa,23,7,2020,990.5441
iowa,24,7,2020,995.8468
iowa,25,7,2020,1001.44
iowa,26,7,2020,1007.353
iowa,27,7,2020,1013.586
iowa,28,7,2020,1020.127
iowa,29,7,2020,1026.994
iowa,30,7,2020,1034.303
iowa,31,7,2020,1042.115
iowa,1,8,2020,1050.286
iowa,2,8,2020,1058.7
iowa,3,8,2020,1067.322
iowa,4,8,2020,1076.14
iowa,5,8,2020,1085.04
iowa,6,8,2020,1094.085
iowa,7,8,2020,1103.536
iowa,8,8,2020,1113.222
iowa,9,8,2020,1122.905
iowa,10,8,2020,1132.56
iowa,11,8,2020,1142.148
iowa,12,8,2020,1151.399
iowa,13,8,2020,1160.394
iowa,14,8,2020,1169.659
iowa,15,8,2020,1181.974
iowa,16,8,2020,1195.676
iowa,17,8,2020,1208.112
iowa,18,8,2020,1220.938
iowa,19,8,2020,1233.789
iowa,20,8,2020,1246.75
iowa,21,8,2020,1260.625
iowa,22,8,2020,1275.315
iowa,23,8,2020,1290.383
iowa,24,8,2020,1305.852
iowa,25,8,2020,1321.733
iowa,26,8,2020,1337.513
iowa,27,8,2020,1353.271
iowa,28,8,2020,1370.121
iowa,29,8,2020,1387.97
iowa,30,8,2020,1406.23
iowa,31,8,2020,1424.933
iowa,1,9,2020,1444.093
iowa,2,9,2020,1463.002
iowa,3,9,2020,1481.722
iowa,4,9,2020,1501.713
iowa,5,9,2020,1522.866
iowa,6,9,2020,1544.416
iowa,7,9,2020,1566.411
iowa,8,9,2020,1588.862
iowa,9,9,2020,1610.854
iowa,10,9,2020,1632.427
iowa,11,9,2020,1655.442
iowa,12,9,2020,1679.806
iowa,13,9,2020,1704.529
iowa,14,9,2020,1729.624
iowa,15,9,2020,1755.117
iowa,16,9,2020,1779.863
iowa,17,9,2020,1803.874
iowa,18,9,2020,1829.467
iowa,19,9,2020,1856.547
iowa,20,9,2020,1883.891
iowa,21,9,2020,1911.54
iowa,22,9,2020,1939.524
iowa,23,9,2020,1966.412
iowa,24,9,2020,1992.212
iowa,25,9,2020,2019.803
iowa,26,9,2020,2049.087
iowa,27,9,2020,2078.568
iowa,28,9,2020,2108.308
iowa,29,9,2020,2138.361
iowa,30,9,2020,2166.991
iowa,1,10,2020,2194.181
kansas,4,2,2020,0
kansas,5,2,2020,0
kansas,6,2,2020,0
kansas,7,2,2020,0
kansas,8,2,2020,0
kansas,9,2,2020,0
kansas,10,2,2020,0
kansas,11,2,2020,0
kansas,12,2,2020,0
kansas,13,2,2020,0
kansas,14,2,2020,0
kansas,15,2,2020,0
kansas,16,2,2020,0
kansas,17,2,2020,0
kansas,18,2,2020,0
kansas,19,2,2020,0
kansas,20,2,2020,0
kansas,21,2,2020,0
kansas,22,2,2020,0
kansas,23,2,2020,0
kansas,24,2,2020,0
kansas,25,2,2020,4.239934
kansas,26,2,2020,8.200719
kansas,27,2,2020,13.95817
kansas,28,2,2020,20.427
kansas,29,2,2020,28.44055
kansas,1,3,2020,32.31447
kansas,2,3,2020,36.78038
kansas,3,3,2020,41.97991
kansas,4,3,2020,48.08804
kansas,5,3,2020,55.3155
kansas,6,3,2020,63.88909
kansas,7,3,2020,74.0176
kansas,8,3,2020,85.92457
kansas,9,3,2020,99.84374
kansas,10,3,2020,116.0107
kansas,11,3,2020,134.6523
kansas,12,3,2020,155.973
kansas,13,3,2020,180.136
kansas,14,3,2020,207.2405
kansas,15,3,2020,237.2995
kansas,16,3,2020,270.2172
kansas,17,3,2020,305.7624
kansas,18,3,2020,343.5502
kansas,19,3,2020,383.0352
kansas,20,3,2020,423.5132
kansas,21,3,2020,464.1253
kansas,22,3,2020,503.8874
kansas,23,3,2020,541.7487
kansas,24,3,2020,576.6699
kansas,25,3,2020,607.694
kansas,26,3,2020,634.0234
kansas,27,3,2020,655.0853
kansas,28,3,2020,670.5506
kansas,29,3,2020,680.3135
kansas,30,3,2020,684.4805
kansas,31,3,2020,683.3465
kansas,1,4,2020,677.3573
kansas,2,4,2020,667.0788
kansas,3,4,2020,653.1614
kansas,4,4,2020,636.2982
kansas,5,4,2020,617.1912
kansas,6,4,2020,596.5107
kansas,7,4,2020,574.8661
kansas,8,4,2020,552.7898
kansas,9,4,2020,530.736
kansas,10,4,2020,509.0723
kansas,11,4,2020,488.0857
kansas,12,4,2020,467.9829
kansas,13,4,2020,448.9012
kansas,14,4,2020,430.9219
kansas,15,4,2020,414.0846
kansas,16,4,2020,398.3958
kansas,17,4,2020,383.84
kansas,18,4,2020,370.385
kansas,19,4,2020,357.984
kansas,20,4,2020,346.5804
kansas,21,4,2020,336.1128
kansas,22,4,2020,326.5183
kansas,23,4,2020,317.7332
kansas,24,4,2020,309.6935
kansas,25,4,2020,302.3372
kansas,26,4,2020,295.6051
kansas,27,4,2020,289.4401
kansas,28,4,2020,283.7884
kansas,29,4,2020,278.5993
kansas,30,4,2020,273.8272
kansas,1,5,2020,269.431
kansas,2,5,2020,265.3748
kansas,3,5,2020,261.6278
kansas,4,5,2020,258.1647
kansas,5,5,2020,254.9651
kansas,6,5,2020,252.0118
kansas,7,5,2020,249.2919
kansas,8,5,2020,246.7971
kansas,9,5,2020,244.5233
kansas,10,5,2020,242.4691
kansas,11,5,2020,240.6343
kansas,12,5,2020,239.0201
kansas,13,5,2020,237.6282
kansas,14,5,2020,236.4608
kansas,15,5,2020,235.5196
kansas,16,5,2020,234.7759
kansas,17,5,2020,234.1879
kansas,18,5,2020,233.7071
kansas,19,5,2020,233.2927
kansas,20,5,2020,232.929
kansas,21,5,2020,232.5987
kansas,22,5,2020,232.1234
kansas,23,5,2020,231.253
kansas,24,5,2020,229.7346
kansas,25,5,2020,227.6109
kansas,26,5,2020,225.0191
kansas,27,5,2020,222.2505
kansas,28,5,2020,219.4516
kansas,29,5,2020,216.1676
kansas,30,5,2020,212.0638
kansas,31,5,2020,207.1584
kansas,1,6,2020,202.0843
kansas,2,6,2020,196.9833
kansas,3,6,2020,192.1225
kansas,4,6,2020,187.6891
kansas,5,6,2020,182.9692
kansas,6,6,2020,178.0425
kansas,7,6,2020,173.1186
kansas,8,6,2020,168.2044
kansas,9,6,2020,163.3285
kansas,10,6,2020,158.694
kansas,11,6,2020,154.3204
kansas,12,6,2020,149.9241
kansas,13,6,2020,145.4993
kansas,14,6,2020,141.1674
kansas,15,6,2020,136.913
kansas,16,6,2020,132.7169
kansas,17,6,2020,128.9086
kansas,18,6,2020,125.501
kansas,19,6,2020,122.0979
kansas,20,6,2020,118.7008
kansas,21,6,2020,115.4005
kansas,22,6,2020,112.1954
kansas,23,6,2020,109.083
kansas,24,6,2020,106.1359
kansas,25,6,2020,103.3644
kansas,26,6,2020,100.6362
kansas,27,6,2020,97.9387
kansas,28,6,2020,95.32624
kansas,29,6,2020,92.79429
kansas,30,6,2020,90.33902
kansas,1,7,2020,88.00699
kansas,2,7,2020,85.80658
kansas,3,7,2020,83.65157
kansas,4,7,2020,81.53054
kansas,5,7,2020,79.47671
kansas,6,7,2020,77.4867
kansas,7,7,2020,75.55749
kansas,8,7,2020,73.71771
kansas,9,7,2020,71.97407
kansas,10,7,2020,70.27361
kansas,11,7,2020,68.6068
kansas,12,7,2020,66.99245
kansas,13,7,2020,65.4281
kansas,14,7,2020,63.91144
kansas,15,7,2020,62.45869
kansas,16,7,2020,61.07529
kansas,17,7,2020,59.73165
kansas,18,7,2020,58.41977
kansas,19,7,2020,57.14858
